show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,
s3393-netflix,Movie,10 Days in Sun City,Adze Ugah,"Ayo Makun, Adesua Etomi, Richard Mofe-Damijo, Mercy Johnson, Falz, Tuface Idibia, Thenjiwe Moseley, Motlatsi Mafatshe, Celeste Ntuli, Miguel A. Núñez Jr.","South Africa, Nigeria",18-Oct-19,2017,TV-14,87 min,"Comedies, International Movies, Romantic Movies","After his girlfriend wins the Miss Nigeria pageant, a young man faces unexpected competition of his own when he joins her on a campaign in South Africa.",
s7250-amazon,Movie,10 Endrathukulla,Vijay Milton,"Vikram, Samantha Ruth Prabhu, Pasupathy, Rahul Dev, Abhimanyu Singh",,,2015,13+,137 min,"Action, Romance","A driving instructor is ordered by a gangster to take Shakeela, a young woman, to a landlord, Daksha Bhai. But he later learns of a secret that could endanger her life unless he acts fast.",
s4891-amazon,Movie,10 Hours for Christmas,Cris D’amato,"Luis Lobianco, Giulia Benite, Pedro Miranda, Lorena Queiroz, Karina Ramil",,,2020,7+,92 min,"Comedy, Kids","With divorced parents, Julia, Miguel and Bia got used to spending Christmas with an incomplete family. After an unplanned task at their mother’s job, they decide to surprise their parents with a Christmas dinner – and thus, bring them closer together. They have to accomplish this goal in the chaos of the holiday season, and they end up involving their father, in this Christmas mission.",
s4300-amazon,Movie,10 items or Less,Brad Silberling,"Morgan Freeman, Paz Vega, Jonah Hill",,,2007,R,81 min,"Comedy, Drama","An actor (Freeman) prepping for an upcoming role meets a quirky grocery clerk (Vega), and the pair hit the road to show one another their respective worlds.",
s5388-netflix,Movie,10 jours en or,Nicolas Brossette,"Franck Dubosc, Claude Rich, Marie Kremer, Mathis Touré, Rufus, Olivier Claverie",France,1-Jul-17,2012,TV-14,97 min,"Comedies, Dramas, International Movies","When a carefree bachelor is unexpectedly left in charge of a young boy, the two embark on a road trip that will change both of their lives.",
s3566-amazon,Movie,10 Little Buses & More Counting Songs For Kids - KiiYii,Moonbug Entertainment,,,,2020,ALL,31 min,Kids,"A new collection of colorful and wonderfully engaging nursery rhymes and children's songs that will thrill your child while educating them in their numbers, ABCs and general learning! From the creators of LittleBabyBum, KiiYii allows the child's imagination to go further!",
s3565-amazon,Movie,10 Minute Meditation for Sleep,Jim Wilmer,Anne-Marie Newland,,,2020,ALL,23 min,Faith and Spirituality,Meditation for Sleep guided by Marie-Anne Newland with relaxing video of the Milky Way stars.,
s3945-amazon,Movie,10 Minutes Gone,Brian A. Miller,"Michael Chiklis, Bruce Willis, Meadow Williams, Kyle Schmid, Lydia Hull, Lala Kent, Texas Battle, Swen Temmel, John Hickman, Sergio Rizzuto, Tyler Jon Olson",,,2019,R,88 min,"Action, Adventure, Suspense","In this gripping thriller starring Bruce Willis, a safecracker (Michael Chiklis) wakes up from a traumatic head injury after a heist gone wrong and must find the traitor who set him up.",
s5674-amazon,Movie,10 Minutes Gone (4K UHD),Brian A. Miller,"Michael Chiklis, Bruce Willis, Meadow Williams, Kyle Schmid, Lydia Hull",,,2019,R,88 min,"Action, Adventure, Suspense","In this gripping thriller starring Bruce Willis, a safecracker (Michael Chiklis) wakes up from a traumatic head injury after a heist gone wrong and must find the traitor who set him up.",
s3944-amazon,Movie,10 Rillington Place,Richard Fleischer,"Richard Attenborough, Judy Geeson, John Hurt, Robert Hardy",,,1971,PG,111 min,"Action, Drama, Suspense","Based on the real-life case of the British serial killer John Christie, and what happened to his neighbors Tim and Beryl Evans.",
s708-disney,Movie,10 Things I Hate About You,Gil Junger,"Heath Ledger, Julia Stiles, Joseph Gordon-Levitt, Larisa Oleynik, David Krumholtz, Andrew Keegan",United States,12-Nov-19,1999,PG-13,98 min,"Comedy, Coming of Age, Romance","Cameron falls for the girl of his dreams, but she is forbidden to date.",
s3564-amazon,TV Show,10 Things You Don't Know About,,Henry Rollins,,,2012,TV-PG,1 Season,"Documentary, Special Interest","In 10 Things You Don't Know About, punk rock icon Henry Rollins uncovers crazy twists and tidbits behind the historical tales, figures, and places you only thought you knew.",
s9274-amazon,Movie,10 to Midnight,J. Lee Thompson,"Charles Bronson, Lisa Eilbacher, Andrew Stevens, Gene Davis, Geoffrey Lewis, Wilford Brimley",,,1983,R,102 min,"Action, Adventure",Charles Bronson plays a tough L.A. cop whose daughter is stalked by a cunning sex-killer in this riveting police thriller that offers a first-rate cast including Wilford Brimley.,
s4608-amazon,Movie,10-Minute Guided Meditation,Mark Knight,Anne-Marie Newland,,,2016,ALL,13 min,"Fitness, Special Interest","Classically trained in the art of yoga in India and Canada, Anne-Marie Newland presents her own dynamic style of yoga known as Sun-Power Yoga. This meditation session helps reduce the heart rate as well as release natural endorphins to actively help with stress and depression. Accompanied by nature video of water around the world.",
s5982-netflix,Movie,"10,000 B.C.",Roland Emmerich,"Steven Strait, Camilla Belle, Cliff Curtis, Joel Virgel, Affif Ben Badra, Mo Zinal, Nathanael Baring, Mona Hammond, Omar Sharif","United States, South Africa",1-Jun-19,2008,PG-13,109 min,Action & Adventure,Fierce mammoth hunter D'Leh sets out on an impossible journey to rescue the woman he loves from a vicious warlord and save the people of his village.,
s4540-amazon,Movie,10.0 Earthquake,David Gidali,"Henry Ian Cusick, David Chokachi, Jeffrey Jones, Kristen Dalton, Cameron Richardson",,,2014,16+,87 min,Science Fiction,"Los Angeles is about to be hit by a devastating earthquake, and time is running out to save the city from imminent danger.",
s7432-amazon,Movie,10/31 Part 2,"Brett DeJager, Max Groah, John Hale III, Zane Hershberger, Robert Lanphere, Jennifer Nangle, Tory van Buskirk, Stephen Wolfe","London Grace, Jennifer Nangle, Anastasia Elfman, David E. McMahon, R.J. Wagner",,,2021,18+,95 min,Horror,Join horror host Malvolia the Queen of Screams as she celebrates this year's Halloween Monster Marathon with 5 new tales of terror and the macabre. This Halloween horror anthology from independent horror's best and bloodiest directors is a grab bag of treats you are sure to enjoy.,
s1584-netflix,TV Show,100 Days My Prince,,"Doh Kyung-soo, Nam Ji-hyun, Cho Seong-ha, Cho Han-cheul, Kim Seon-ho, Han So-hee",South Korea,7-Dec-20,2018,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","Upon losing his memory, a crown prince encounters a commoner’s life and experiences unforgettable love as the husband to Joseon’s oldest bachelorette.",
s5983-netflix,Movie,100 Days Of Solitude,,,Spain,6-Jul-18,2018,TV-MA,93 min,"Documentaries, International Movies","Spanish photographer José Díaz spends 100 days living alone on a remote mountain, connecting to nature and documenting the beauty of his surroundings.",
s4817-amazon,Movie,100 Days to Live,Ravin Gandhi,"Colin Egglesfield, Heidi Johanningmeier, Gideon Emery, Yancey Arias, Chris Johnson",,,2021,18+,87 min,"Horror, Suspense","When a serial killer abducts a young woman's fiancé, she must race against the clock to discover the identity of the killer and, more importantly, his motive.",
s8887-amazon,Movie,100 Girls,Michael Davis,"Jonathan Tucker, Emmanuelle Chriqui, James DeBello, Katherine Heigl, Larisa Oleynik, Jaime Pressly, Marissa Ribisi",,,2001,R,95 min,Comedy,"When a blackout knocks out an elevator in a college girl's dorm, Matthew and a mystery girl connect carnally and emotionally but he's left in the dark as to her true identity. He's got 100 suspects, and a slew of hilarious schemes to worm his way into the hearts and panty drawers of each and every one.",
s2817-netflix,TV Show,100 Humans,,"Zainab Johnson, Sammy Obeid, Alie Ward",United States,13-Mar-20,2020,TV-14,1 Season,"Docuseries, Science & Nature TV","One hundred hardy souls from diverse backgrounds participate in playful experiments exploring age, sex, happiness and other aspects of being human.",
s6813-amazon,Movie,100 Kilos,Rod S. Scott,"Glenn Plummer, Dwayne Adway, Mane Rich Andrew, Ski Carr, Carlos Carrasco, Wayne Collins, Sydney 'Big Dawg' Colston, Keno K. Deary, MC Eiht, Larry B. Scott, Nigel Thatch",,,2001,16+,88 min,"Action, Drama, Suspense","The rise and fall of the Freeway Boyz, These group of young men sold millions of dollars of drugs in the streets of South Central Los Angeles, and inadvertently financed a CIA private war in Nicaragua.",
s5578-netflix,Movie,100 Meters,Marcel Barrena,"Dani Rovira, Karra Elejalde, Alexandra Jiménez, David Verdaguer, Clara Segura, Alba Ribas, Bruno Bergonzini, Ricardo Pereira, Manuela Couto, Marc Balaguer","Portugal, Spain",10-Mar-17,2016,TV-MA,109 min,"Dramas, International Movies, Sports Movies","A man who is diagnosed with multiple sclerosis responds by training for an Ironman triathlon, with his cranky father-in-law's help.",
s5133-amazon,Movie,100 Streets,Jim O'Hanlon,"Idris Elba, Gemma Arterton, Charlie Creed-Miles, Franz Drameh, Kierston Wareing, Tom Cullen, Ken Stott",,,2017,AGES_18_,94 min,"Action, Drama, Suspense","100 Streets is a powerful ensemble drama, follows three contrasting and interwoven stories as they play out in one square mile of modern day London starring Idris Elba and Gemma Arteton. Anybody can make a wrong turn, but it's the journey that allows us to find the right path.",
s3315-netflix,Movie,100 Things to do Before High School,,"Isabela Moner, Jaheem Toombs, Owen Joyner, Jack De Sena, Brady Reiter, Lisa Arch, Stephanie Escajeda",United States,2-Nov-19,2014,TV-Y,44 min,Movies,"Led by seventh-grader C.J., three students who have been warned about the dangers of high school decide to make the best of their middle-school years.",
s7431-amazon,Movie,100 Women,Michael Davis,"Chad Donella, Erinn Bartlett, Jennifer Morrison, Clint Howard, Steve Monroe",,,2003,R,95 min,Comedy,"Sam is a dexterity-challenged art student having the worst day of his life when a streak of fate, and a gust of wind, blows a woman named Hope across his path.",
s5984-netflix,Movie,100 Years: One Woman's Fight for Justice,Melinda Janko,,United States,20-Mar-18,2016,TV-14,75 min,Documentaries,This documentary chronicles Elouise Cobell's long fight against the U.S. government for the gross mismanagement of mineral-rich Native American land.,
s3563-amazon,Movie,100-Minutes of Symphony on Washington's Lake Crescent,Mark Knight,Kimiko Ishizaka,,,2019,ALL,109 min,"Arts, Entertainment, and Culture, Music Videos and Concerts, Special Interest","The Well-Tempered Clavier BWV 846-893, is a collection of solo keyboard music composed by J.S. Bach. He first gave the title to a book of preludes and fugues in all 24 major and minor keys, dated 1722, composed for the profit and use of musical youth desirous of learning, and especially for the pastime of those already skilled in this study. Performed by Kimiko Ishizaka with nature video.",
s1434-netflix,Movie,100% Halal,Jastis Arimba,"Anisa Rahma, Ariyo Wahab, Anandito Dwis, Fitria Rasyidi, Arafah Rianti, Kinaryosih",Indonesia,7-Jan-21,2020,TV-14,101 min,"Dramas, International Movies","After high school, a young woman marries the man of her father's choice but soon faces the possibility that her religion considers the union invalid.",
s5985-netflix,TV Show,100% Hotter,,"Daniel Palmer, Melissa Sophia, Karen Williams, Grace Woodward",United Kingdom,1-Nov-19,2017,TV-14,1 Season,"British TV Shows, International TV Shows, Reality TV","A stylist, a hair designer and a makeup artist team up to give Britain's biggest fashion disasters some much-needed makeunders.",
s5697-netflix,Movie,1000 Rupee Note,Shrihari Sathe,"Usha Naik, Sandeep Pathak, Shrikant Yadav, Ganesh Yadav, Pooja Nayak, Devendra Gaikwad",India,1-Dec-16,2014,TV-14,89 min,"Dramas, International Movies","After randomly receiving a handsome political bribe, a sweet, poor elderly woman decides to treat herself a shopping spree, which doesn't go smoothly.",
s4741-amazon,Movie,100M Criminal Conviction,Kathi Selvakumar,"Ariane Roberto, Graeme Scott, Giancarlo Murano, Hannah Grieve",,,2021,16+,93 min,"Drama, Suspense","Aiden, a naive intern at a fashion magazine is ensnared by Maggie, a devious editor. However, he manages to escape, as she tightens her web of deceit.",
s611-disney,TV Show,101 Dalmatian Street,,"Josh Brener, Michaela Dietz, Ella Kenion, Rhashan Stone","United Kingdom, United States, Canada",28-Feb-20,2018,TV-Y7,1 Season,"Action-Adventure, Animation, Comedy",Pups Dolly and Dylan adventure to find their spots.,
s709-disney,Movie,101 Dalmatians,"Wolfgang Reitherman, Hamilton Luske, Clyde Geronimi","Rod Taylor, J. Pat O'Malley, Betty Gerson, Cate Bauer, Ben Wright, Fred Worlock",United States,12-Nov-19,1961,G,81 min,"Action-Adventure, Animation, Family",Cruella De Vil dognaps all of the Dalmatian puppies in London.,
s495-disney,TV Show,101 Dalmatians (Series),,"Jeff Bennett, Christine Cavanaugh, Tara Charendoff, Jim Cummings, Tress MacNeille, Charlotte Rae",,19-Jun-20,1997,TV-Y7,1 Season,"Action-Adventure, Animation, Kids",The Dearly Family move to a new farm home in the country.,
s710-disney,Movie,101 Dalmatians II: Patch's London Adventure,"Jim Kammerud, Brian Smith","Barry Bostwick, Jason Alexander, Martin Short, Bobby Lockwood, Susanne Blakeslee, Samuel West",United States,12-Nov-19,2003,G,77 min,"Action-Adventure, Animation",Pongo and Perdita's pup Patch gets the chance to meet his TV hero.,
s711-disney,Movie,102 Dalmatians,Kevin Lima,"Glenn Close, Ioan Gruffudd, Alice Evans, Tim McInnerny, Ian Richardson, Gérard Depardieu","United States, United Kingdom",12-Nov-19,2000,G,104 min,"Action-Adventure, Animals & Nature, Family","Oddball, the spotless Dalmatian puppy, heads out in search of his spots.",
s3562-amazon,Movie,102 Not Out,Umesh Shukla,"Amitabh Bachchan, Rishi Kapoor, Jimit Trivedi",India,,2018,13+,104 min,"Comedy, Drama","102 Not Out - is an ageless comedy that brings together Indian Cinema’s two biggest stalwarts-Amitabh Bachchan and Rishi Kapoor after 27 years, with the two legends playing father-son duo for the first time.",
s8169-amazon,Movie,12 'O' Clock,Ram Gopal Varma,"Mithun Chakraborty, Makrand Deshpande, Dalip Tahil, Krishna Gautam, Ashish Vidyarthi",,,2021,18+,113 min,Horror,"12 'O' Clock revolves around a young girl, Gauri who starts getting traumatized with frightening nightmares and incidents of eerie sleepwalking. What follows to extricate her from the possession forms the crux of the story.",
s712-disney,Movie,12 Dates of Christmas,James Hayman,"Amy Smart, Mark-Paul Gosselaar, Peter MacNeil, Mary Long, Jayne Eastwood, Laura Miyata",United States,12-Nov-19,2011,TV-PG,88 min,"Comedy, Family, Fantasy","Setup on a Christmas Eve date, a woman must relive the date over and over.",
s5986-netflix,Movie,12 ROUND GUN,Sam Upton,"Sam Upton, Jared Abrahamson, Mark Boone Junior, Laila Ali, Kate Vernon, Cassi Thomson, Colby French, Miguel Perez, Jay Acovone",United States,14-Mar-19,2017,TV-MA,90 min,"Dramas, Independent Movies, Sports Movies","Dealing with personal demons and the death of his son, a prizefighter attempts a return to the ring by challenging his rival to a 12-round rematch.",
s3561-amazon,Movie,12 Rounds 3: Lockdown,Stephen Reynolds,"Dean Ambrose, Roger Cross, Daniel Cudmore, Lochlyn Munro, Ty Olsson, Sarah Smyth",,,2015,R,90 min,"Action, Adventure, Suspense","With twelve rounds in the clip and one shot at redemption, WWE Superstar Dean Ambrose takes on the dirty cops who framed him for homicide in this action-packed thriller.",
s5987-netflix,TV Show,12 Years Promise,,"So-yeon Lee, Namkoong Min, Tae-im Lee, So-hui Yoon, Won-keun Lee, Hyo-young Ryu",South Korea,22-May-17,2014,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","A pregnant teen is forced by her family to leave her boyfriend and assume a new identity in America, but 12 years later, the couple reunites in Korea.",
